Action,Comedy,Documentary,Drama,Family,Horror,Romance,Thriller
0.246,0.132,0.02,0.188,0.092,0.178,0.104,0.04
0.082,0.308,0.0,0.178,0.01,0.16,0.08,0.182
0.05,0.244,0.038,0.026,0.604,0.004,0.016,0.018
0.06,0.042,0.546,0.178,0.016,0.03,0.074,0.054
0.026,0.614,0.002,0.108,0.038,0.02,0.174,0.018
0.124,0.092,0.004,0.372,0.064,0.018,0.308,0.018
0.104,0.054,0.0,0.446,0.002,0.058,0.08,0.256
0.036,0.144,0.0,0.53,0.004,0.044,0.096,0.146
0.022,0.054,0.006,0.682,0.002,0.008,0.2,0.026
0.086,0.184,0.072,0.052,0.544,0.034,0.012,0.016
0.178,0.13,0.018,0.346,0.1,0.046,0.102,0.08
0.134,0.278,0.01,0.202,0.072,0.04,0.176,0.088
0.086,0.298,0.0,0.08,0.334,0.046,0.096,0.06
0.076,0.12,0.002,0.264,0.024,0.26,0.064,0.19
0.16,0.142,0.006,0.24,0.024,0.22,0.154,0.054
0.162,0.114,0.006,0.344,0.036,0.042,0.21,0.086
0.19,0.136,0.042,0.23,0.016,0.164,0.122,0.1
0.102,0.158,0.0,0.272,0.206,0.052,0.132,0.078
0.026,0.076,0.0,0.672,0.006,0.0,0.142,0.078
0.016,0.098,0.01,0.508,0.004,0.016,0.302,0.046
0.02,0.038,0.006,0.646,0.002,0.014,0.178,0.096
0.148,0.234,0.008,0.322,0.03,0.1,0.056,0.102
0.114,0.058,0.002,0.628,0.002,0.018,0.076,0.102
0.076,0.236,0.0,0.174,0.01,0.116,0.084,0.304
0.08,0.26,0.0,0.206,0.01,0.11,0.18,0.154
0.328,0.076,0.008,0.076,0.026,0.316,0.02,0.15
0.126,0.376,0.0,0.052,0.166,0.04,0.156,0.084
0.192,0.202,0.012,0.22,0.048,0.144,0.1,0.082
0.04,0.114,0.0,0.476,0.014,0.012,0.232,0.112
0.034,0.16,0.004,0.324,0.014,0.18,0.114,0.17
0.18,0.074,0.006,0.214,0.014,0.216,0.068,0.228
0.04,0.054,0.0,0.152,0.002,0.506,0.046,0.2
0.088,0.152,0.0,0.208,0.012,0.272,0.036,0.232
0.078,0.188,0.086,0.362,0.018,0.052,0.168,0.048
0.086,0.102,0.008,0.374,0.01,0.122,0.168,0.13
0.146,0.02,0.01,0.618,0.0,0.0,0.18,0.026
0.236,0.128,0.004,0.332,0.01,0.022,0.232,0.036
0.146,0.27,0.016,0.162,0.026,0.14,0.134,0.106
0.04,0.334,0.016,0.314,0.034,0.068,0.134,0.06
0.148,0.074,0.01,0.36,0.012,0.01,0.36,0.026
0.026,0.112,0.004,0.408,0.01,0.164,0.204,0.072
0.06,0.126,0.466,0.232,0.018,0.026,0.054,0.018
0.064,0.112,0.02,0.382,0.024,0.148,0.082,0.168
0.122,0.184,0.018,0.304,0.03,0.012,0.32,0.01
0.082,0.124,0.0,0.32,0.006,0.124,0.272,0.072
0.032,0.148,0.036,0.59,0.008,0.016,0.094,0.076
0.08,0.134,0.116,0.418,0.038,0.064,0.106,0.044
0.43,0.032,0.0,0.072,0.006,0.284,0.01,0.166
0.096,0.188,0.0,0.25,0.012,0.184,0.08,0.19
0.31,0.044,0.01,0.062,0.414,0.008,0.1,0.052
0.04,0.144,0.058,0.318,0.032,0.034,0.326,0.048
0.042,0.122,0.0,0.146,0.002,0.504,0.078,0.106
0.216,0.088,0.008,0.22,0.01,0.128,0.296,0.034
0.034,0.064,0.0,0.232,0.0,0.426,0.046,0.198
0.062,0.278,0.0,0.126,0.014,0.024,0.36,0.136
0.05,0.088,0.014,0.53,0.008,0.058,0.162,0.09
0.034,0.054,0.004,0.654,0.002,0.034,0.156,0.062
0.048,0.388,0.002,0.156,0.092,0.094,0.166,0.054
0.07,0.052,0.0,0.594,0.004,0.024,0.13,0.126
0.2,0.104,0.0,0.216,0.01,0.022,0.112,0.336
0.072,0.112,0.008,0.37,0.024,0.14,0.158,0.116
0.056,0.064,0.0,0.674,0.002,0.02,0.126,0.058
0.092,0.132,0.018,0.336,0.02,0.174,0.13,0.098
0.264,0.178,0.012,0.208,0.044,0.028,0.21,0.056
0.07,0.232,0.0,0.18,0.038,0.092,0.232,0.156
0.102,0.246,0.034,0.26,0.052,0.102,0.146,0.058
0.164,0.084,0.016,0.45,0.008,0.016,0.206,0.056
0.05,0.13,0.002,0.586,0.008,0.014,0.156,0.054
0.094,0.124,0.006,0.222,0.034,0.238,0.17,0.112
0.126,0.068,0.002,0.252,0.038,0.278,0.074,0.162
0.192,0.076,0.004,0.172,0.004,0.216,0.026,0.31
0.028,0.126,0.0,0.554,0.012,0.02,0.184,0.076
0.056,0.128,0.038,0.498,0.014,0.052,0.16,0.054
0.144,0.116,0.004,0.222,0.004,0.114,0.04,0.356
0.058,0.12,0.016,0.33,0.008,0.06,0.338,0.07
0.148,0.202,0.004,0.284,0.01,0.092,0.128,0.132
0.066,0.052,0.014,0.596,0.024,0.04,0.14,0.068
0.178,0.132,0.002,0.304,0.018,0.084,0.182,0.1
0.108,0.094,0.016,0.358,0.022,0.092,0.19,0.12
0.192,0.074,0.0,0.508,0.012,0.058,0.066,0.09
0.046,0.106,0.004,0.56,0.034,0.036,0.134,0.08
0.056,0.164,0.184,0.18,0.332,0.022,0.02,0.042
0.03,0.14,0.008,0.52,0.014,0.014,0.22,0.054
0.044,0.134,0.002,0.31,0.008,0.036,0.412,0.054
0.112,0.146,0.0,0.268,0.014,0.22,0.056,0.184
0.336,0.084,0.026,0.262,0.044,0.09,0.082,0.076
0.048,0.21,0.0,0.48,0.012,0.016,0.154,0.08
0.042,0.152,0.018,0.276,0.056,0.05,0.29,0.116
0.26,0.126,0.0,0.132,0.27,0.104,0.048,0.06
0.136,0.038,0.002,0.514,0.008,0.014,0.26,0.028
0.024,0.08,0.002,0.706,0.002,0.02,0.104,0.062
0.114,0.124,0.008,0.22,0.02,0.31,0.042,0.162
0.034,0.394,0.0,0.178,0.018,0.12,0.136,0.12
0.06,0.058,0.0,0.654,0.0,0.034,0.1,0.094
0.13,0.138,0.008,0.192,0.032,0.18,0.15,0.17
0.104,0.278,0.0,0.042,0.474,0.006,0.084,0.012
0.122,0.14,0.002,0.362,0.012,0.014,0.218,0.13
0.114,0.038,0.026,0.466,0.0,0.068,0.25,0.038
0.366,0.054,0.002,0.37,0.028,0.018,0.04,0.122
0.008,0.036,0.0,0.704,0.0,0.004,0.198,0.05
0.112,0.142,0.0,0.252,0.014,0.22,0.034,0.226
0.092,0.206,0.002,0.17,0.014,0.272,0.064,0.18
0.11,0.164,0.0,0.244,0.038,0.076,0.1,0.268
0.106,0.098,0.0,0.194,0.012,0.304,0.032,0.254
0.17,0.13,0.048,0.25,0.05,0.166,0.076,0.11
0.074,0.116,0.016,0.466,0.028,0.058,0.152,0.09
0.242,0.25,0.0,0.14,0.048,0.06,0.066,0.194
0.126,0.12,0.002,0.31,0.006,0.106,0.096,0.234
0.156,0.106,0.014,0.156,0.05,0.164,0.072,0.282
0.05,0.096,0.0,0.588,0.026,0.02,0.17,0.05
0.038,0.184,0.01,0.554,0.006,0.02,0.134,0.054
0.236,0.104,0.054,0.056,0.482,0.012,0.032,0.024
0.344,0.128,0.0,0.092,0.014,0.272,0.04,0.11
0.096,0.204,0.002,0.264,0.04,0.126,0.132,0.136
0.064,0.092,0.0,0.142,0.02,0.526,0.01,0.146
0.188,0.074,0.018,0.262,0.29,0.024,0.108,0.036
0.202,0.194,0.032,0.244,0.078,0.07,0.1,0.08
0.254,0.22,0.008,0.19,0.036,0.108,0.11,0.074
0.078,0.074,0.002,0.56,0.024,0.02,0.17,0.072
0.152,0.218,0.0,0.206,0.028,0.056,0.092,0.248
0.11,0.268,0.0,0.194,0.08,0.046,0.192,0.11
0.018,0.036,0.01,0.66,0.01,0.02,0.194,0.052
0.068,0.176,0.008,0.37,0.022,0.156,0.088,0.112
0.032,0.094,0.0,0.45,0.004,0.084,0.15,0.186
0.032,0.132,0.008,0.36,0.002,0.148,0.104,0.214
0.042,0.084,0.002,0.386,0.024,0.114,0.084,0.264
0.1,0.096,0.0,0.376,0.026,0.096,0.112,0.194
0.126,0.22,0.006,0.128,0.022,0.36,0.054,0.084
0.066,0.126,0.014,0.564,0.02,0.028,0.156,0.026
0.12,0.116,0.004,0.276,0.016,0.066,0.25,0.152
0.044,0.036,0.004,0.738,0.014,0.012,0.134,0.018
0.246,0.082,0.004,0.286,0.02,0.046,0.244,0.072
0.036,0.064,0.004,0.554,0.008,0.032,0.166,0.136
0.062,0.202,0.008,0.414,0.006,0.05,0.11,0.148
0.08,0.174,0.068,0.034,0.606,0.016,0.012,0.01
0.062,0.162,0.012,0.272,0.006,0.026,0.428,0.032
0.2,0.158,0.042,0.332,0.016,0.064,0.156,0.032
0.042,0.09,0.044,0.282,0.03,0.242,0.098,0.172
0.13,0.078,0.016,0.082,0.626,0.02,0.042,0.006
0.048,0.1,0.01,0.502,0.006,0.126,0.118,0.09
0.368,0.166,0.0,0.182,0.062,0.066,0.07,0.086
0.044,0.226,0.002,0.444,0.014,0.014,0.158,0.098
0.062,0.178,0.022,0.518,0.022,0.03,0.132,0.036
0.116,0.206,0.022,0.32,0.068,0.046,0.134,0.088
0.172,0.174,0.018,0.242,0.068,0.08,0.12,0.126
0.072,0.272,0.0,0.232,0.036,0.058,0.234,0.096
0.186,0.198,0.03,0.296,0.024,0.03,0.206,0.03
0.102,0.192,0.024,0.202,0.042,0.22,0.09,0.128
0.042,0.034,0.0,0.634,0.01,0.016,0.204,0.06
0.08,0.044,0.028,0.628,0.004,0.032,0.134,0.05
0.018,0.134,0.006,0.368,0.01,0.038,0.332,0.094
0.04,0.046,0.008,0.682,0.016,0.002,0.172,0.034
0.07,0.33,0.092,0.248,0.062,0.092,0.052,0.054
0.148,0.132,0.0,0.228,0.016,0.108,0.098,0.27
0.07,0.164,0.018,0.188,0.028,0.214,0.062,0.256
0.064,0.042,0.32,0.344,0.02,0.056,0.092,0.062
0.06,0.082,0.008,0.124,0.006,0.52,0.036,0.164
0.182,0.33,0.0,0.104,0.068,0.148,0.052,0.116
0.108,0.058,0.016,0.398,0.004,0.032,0.346,0.038
0.044,0.106,0.02,0.514,0.036,0.048,0.14,0.092
0.184,0.236,0.0,0.172,0.002,0.118,0.024,0.264
0.136,0.284,0.0,0.164,0.058,0.142,0.078,0.138
0.076,0.194,0.0,0.156,0.058,0.186,0.278,0.052
0.276,0.104,0.022,0.336,0.012,0.026,0.144,0.08
0.034,0.15,0.018,0.522,0.04,0.076,0.116,0.044
0.088,0.256,0.0,0.332,0.106,0.04,0.106,0.072
0.046,0.18,0.0,0.174,0.01,0.324,0.046,0.22
0.078,0.096,0.046,0.316,0.008,0.024,0.314,0.118
0.118,0.234,0.088,0.112,0.292,0.084,0.04,0.032
0.064,0.14,0.0,0.27,0.014,0.288,0.058,0.166
0.126,0.24,0.008,0.238,0.03,0.078,0.15,0.13
0.144,0.094,0.066,0.118,0.45,0.04,0.058,0.03
0.064,0.104,0.0,0.39,0.008,0.016,0.292,0.126
0.234,0.13,0.006,0.192,0.024,0.248,0.062,0.104
0.064,0.104,0.036,0.516,0.008,0.03,0.176,0.066
0.114,0.242,0.004,0.232,0.056,0.128,0.118,0.106
0.076,0.076,0.428,0.264,0.016,0.026,0.068,0.046
0.07,0.166,0.0,0.436,0.004,0.016,0.218,0.09
0.134,0.212,0.0,0.336,0.028,0.072,0.096,0.122
0.134,0.202,0.006,0.272,0.04,0.09,0.1,0.156
0.058,0.18,0.0,0.342,0.006,0.156,0.114,0.144
0.072,0.224,0.06,0.16,0.214,0.13,0.068,0.072
0.06,0.092,0.01,0.456,0.022,0.104,0.118,0.138
0.194,0.15,0.0,0.15,0.014,0.184,0.058,0.25
0.108,0.176,0.0,0.168,0.014,0.254,0.206,0.074
0.082,0.122,0.046,0.386,0.008,0.104,0.2,0.052
0.168,0.062,0.002,0.514,0.006,0.018,0.126,0.104
0.254,0.134,0.01,0.26,0.014,0.01,0.276,0.042
0.078,0.132,0.004,0.314,0.014,0.05,0.304,0.104
0.074,0.106,0.0,0.552,0.004,0.032,0.114,0.118
0.552,0.098,0.0,0.1,0.044,0.014,0.064,0.128
0.168,0.066,0.03,0.204,0.2,0.02,0.226,0.086
0.106,0.104,0.054,0.38,0.028,0.036,0.132,0.16
0.302,0.198,0.0,0.198,0.02,0.044,0.086,0.152
0.052,0.198,0.014,0.358,0.01,0.026,0.292,0.05
0.018,0.088,0.03,0.352,0.022,0.012,0.436,0.042
0.104,0.18,0.008,0.284,0.022,0.092,0.084,0.226
0.178,0.196,0.02,0.164,0.04,0.198,0.104,0.1
0.034,0.142,0.022,0.48,0.008,0.098,0.13,0.086
0.154,0.152,0.008,0.286,0.032,0.224,0.082,0.062
0.088,0.184,0.008,0.158,0.154,0.228,0.052,0.128
0.04,0.196,0.0,0.438,0.012,0.036,0.13,0.148
0.106,0.188,0.0,0.088,0.318,0.116,0.106,0.078
0.092,0.202,0.0,0.088,0.024,0.426,0.056,0.112
0.16,0.222,0.004,0.19,0.018,0.25,0.048,0.108
0.062,0.27,0.002,0.154,0.042,0.138,0.192,0.14
0.168,0.12,0.028,0.296,0.03,0.106,0.192,0.06
0.106,0.042,0.004,0.434,0.002,0.064,0.186,0.162
0.214,0.128,0.0,0.042,0.514,0.004,0.048,0.05
0.116,0.124,0.0,0.2,0.006,0.372,0.038,0.144
0.04,0.196,0.008,0.316,0.022,0.02,0.378,0.02
0.126,0.26,0.01,0.106,0.278,0.092,0.064,0.064
0.15,0.128,0.018,0.272,0.016,0.158,0.17,0.088
0.114,0.046,0.012,0.608,0.006,0.026,0.1,0.088
0.024,0.016,0.002,0.67,0.002,0.004,0.258,0.024
0.176,0.25,0.0,0.174,0.06,0.154,0.078,0.108
0.352,0.064,0.066,0.26,0.048,0.042,0.108,0.06
0.026,0.166,0.02,0.454,0.004,0.036,0.166,0.128
0.058,0.1,0.0,0.486,0.04,0.042,0.172,0.102
0.134,0.11,0.004,0.178,0.036,0.194,0.032,0.312
0.014,0.09,0.0,0.196,0.002,0.006,0.668,0.024
0.072,0.258,0.052,0.216,0.338,0.012,0.04,0.012
0.15,0.23,0.016,0.266,0.028,0.09,0.166,0.054
0.1,0.26,0.002,0.198,0.022,0.112,0.166,0.14
0.07,0.072,0.002,0.548,0.002,0.026,0.234,0.046
0.208,0.102,0.016,0.29,0.144,0.054,0.124,0.062
0.092,0.13,0.0,0.294,0.026,0.222,0.092,0.144
0.024,0.122,0.004,0.342,0.006,0.042,0.406,0.054
0.03,0.148,0.008,0.54,0.028,0.018,0.178,0.05
0.062,0.054,0.0,0.116,0.024,0.518,0.03,0.196
0.146,0.182,0.064,0.258,0.024,0.132,0.082,0.112
0.146,0.122,0.0,0.212,0.02,0.33,0.098,0.072
0.148,0.234,0.002,0.056,0.368,0.092,0.046,0.054
0.186,0.214,0.008,0.226,0.036,0.158,0.066,0.106
0.032,0.114,0.016,0.336,0.004,0.012,0.44,0.046
0.288,0.06,0.004,0.156,0.008,0.278,0.038,0.168
0.128,0.056,0.01,0.228,0.018,0.328,0.1,0.132
0.056,0.18,0.004,0.17,0.01,0.324,0.054,0.202
0.098,0.16,0.008,0.174,0.046,0.294,0.052,0.168
0.056,0.258,0.016,0.262,0.018,0.098,0.052,0.24
0.008,0.082,0.0,0.638,0.004,0.032,0.196,0.04
0.092,0.186,0.0,0.14,0.008,0.218,0.072,0.284
0.156,0.064,0.02,0.434,0.012,0.036,0.232,0.046
0.186,0.098,0.01,0.264,0.004,0.184,0.058,0.196
0.064,0.122,0.002,0.346,0.172,0.008,0.246,0.04
0.076,0.144,0.008,0.468,0.018,0.036,0.176,0.074
0.058,0.088,0.002,0.32,0.004,0.182,0.1,0.246
0.09,0.18,0.002,0.368,0.016,0.024,0.21,0.11
0.126,0.092,0.012,0.384,0.02,0.024,0.29,0.052
0.044,0.086,0.012,0.616,0.012,0.054,0.136,0.04
0.036,0.06,0.022,0.17,0.006,0.504,0.02,0.182
0.046,0.252,0.002,0.192,0.008,0.102,0.132,0.266
0.24,0.236,0.0,0.152,0.036,0.074,0.06,0.202
0.204,0.198,0.016,0.132,0.142,0.14,0.046,0.122
0.206,0.15,0.0,0.16,0.058,0.1,0.078,0.248
0.106,0.09,0.002,0.288,0.016,0.082,0.302,0.114
0.204,0.13,0.026,0.378,0.016,0.008,0.21,0.028
0.278,0.092,0.0,0.232,0.064,0.026,0.132,0.176
0.038,0.088,0.008,0.208,0.012,0.466,0.1,0.08
0.088,0.12,0.004,0.148,0.04,0.436,0.074,0.09
0.232,0.106,0.0,0.214,0.008,0.06,0.052,0.328
0.042,0.028,0.004,0.604,0.002,0.03,0.206,0.084
0.096,0.282,0.0,0.222,0.034,0.058,0.222,0.086
0.2,0.146,0.048,0.256,0.038,0.146,0.058,0.108
0.072,0.074,0.002,0.186,0.006,0.032,0.578,0.05
0.066,0.112,0.0,0.294,0.022,0.282,0.068,0.156
0.182,0.048,0.002,0.064,0.534,0.01,0.112,0.048
0.124,0.174,0.004,0.426,0.008,0.034,0.144,0.086
0.122,0.054,0.028,0.054,0.666,0.012,0.048,0.016
0.026,0.1,0.004,0.676,0.006,0.018,0.086,0.084
0.146,0.142,0.032,0.122,0.274,0.172,0.066,0.046
0.436,0.096,0.004,0.07,0.018,0.212,0.02,0.144
0.108,0.188,0.038,0.268,0.058,0.15,0.05,0.14
0.042,0.13,0.004,0.618,0.024,0.03,0.096,0.056
0.076,0.136,0.148,0.282,0.188,0.032,0.104,0.034
0.16,0.216,0.004,0.182,0.162,0.12,0.074,0.082
0.158,0.182,0.002,0.114,0.058,0.36,0.052,0.074
0.018,0.144,0.01,0.624,0.016,0.024,0.116,0.048
0.106,0.264,0.002,0.282,0.042,0.094,0.104,0.106
0.104,0.03,0.006,0.64,0.0,0.006,0.162,0.052
0.05,0.11,0.0,0.164,0.012,0.496,0.058,0.11
0.018,0.098,0.004,0.258,0.004,0.022,0.566,0.03
0.218,0.07,0.012,0.05,0.526,0.082,0.022,0.02
0.046,0.24,0.0,0.266,0.01,0.042,0.354,0.042
0.014,0.188,0.0,0.48,0.01,0.06,0.158,0.09
0.158,0.09,0.17,0.14,0.048,0.126,0.064,0.204
0.14,0.082,0.0,0.116,0.036,0.014,0.076,0.536
0.05,0.188,0.014,0.27,0.014,0.058,0.368,0.038
0.172,0.158,0.05,0.234,0.152,0.038,0.112,0.084
0.07,0.08,0.002,0.556,0.044,0.052,0.1,0.096
0.046,0.182,0.02,0.286,0.038,0.06,0.332,0.036
0.06,0.292,0.0,0.166,0.024,0.058,0.338,0.062
0.05,0.072,0.0,0.546,0.0,0.064,0.12,0.148
0.1,0.038,0.01,0.458,0.006,0.004,0.364,0.02
0.258,0.274,0.0,0.13,0.054,0.118,0.038,0.128
0.048,0.108,0.012,0.548,0.058,0.008,0.17,0.048
0.048,0.154,0.0,0.19,0.004,0.308,0.134,0.162
0.042,0.134,0.002,0.394,0.002,0.084,0.188,0.154
0.04,0.128,0.0,0.564,0.01,0.042,0.164,0.052
0.108,0.16,0.036,0.386,0.032,0.06,0.142,0.076
0.042,0.078,0.094,0.55,0.008,0.042,0.124,0.062
0.036,0.03,0.004,0.744,0.002,0.004,0.128,0.052
0.068,0.102,0.008,0.524,0.04,0.012,0.21,0.036
0.164,0.11,0.05,0.342,0.008,0.026,0.23,0.07
0.034,0.072,0.0,0.142,0.01,0.57,0.038,0.134
0.106,0.09,0.066,0.462,0.028,0.022,0.19,0.036
0.056,0.27,0.0,0.232,0.012,0.024,0.368,0.038
0.072,0.088,0.03,0.192,0.042,0.406,0.076,0.094
0.082,0.102,0.004,0.446,0.008,0.064,0.162,0.132
0.082,0.06,0.396,0.218,0.088,0.046,0.09,0.02
0.096,0.12,0.016,0.142,0.038,0.36,0.044,0.184
0.09,0.26,0.004,0.292,0.064,0.058,0.096,0.136
0.192,0.054,0.0,0.36,0.008,0.168,0.038,0.18
0.176,0.106,0.0,0.176,0.044,0.266,0.058,0.174
0.208,0.17,0.016,0.228,0.094,0.142,0.046,0.096
0.4,0.082,0.0,0.094,0.012,0.2,0.012,0.2
0.058,0.126,0.004,0.344,0.01,0.078,0.32,0.06
0.09,0.162,0.006,0.46,0.03,0.074,0.068,0.11
0.022,0.082,0.016,0.646,0.004,0.01,0.182,0.038
0.118,0.356,0.0,0.198,0.048,0.126,0.088,0.066
0.054,0.308,0.004,0.176,0.024,0.098,0.22,0.116
0.072,0.146,0.002,0.122,0.052,0.372,0.044,0.19
0.046,0.134,0.01,0.568,0.0,0.014,0.168,0.06
0.038,0.31,0.002,0.364,0.01,0.062,0.108,0.106
0.158,0.138,0.022,0.228,0.032,0.174,0.092,0.156
0.044,0.254,0.0,0.21,0.012,0.206,0.074,0.2
0.252,0.13,0.012,0.234,0.026,0.13,0.15,0.066
0.118,0.13,0.0,0.218,0.022,0.14,0.076,0.296
0.2,0.058,0.0,0.484,0.006,0.038,0.126,0.088
0.09,0.094,0.002,0.354,0.022,0.164,0.12,0.154
0.29,0.084,0.006,0.306,0.024,0.086,0.1,0.104
0.054,0.112,0.166,0.436,0.012,0.042,0.122,0.056
0.028,0.232,0.004,0.244,0.006,0.18,0.056,0.25
0.074,0.156,0.002,0.246,0.014,0.052,0.396,0.06
0.202,0.084,0.004,0.318,0.026,0.022,0.326,0.018
0.046,0.044,0.006,0.584,0.002,0.044,0.2,0.074
0.034,0.04,0.002,0.706,0.006,0.056,0.124,0.032
0.23,0.074,0.002,0.13,0.004,0.368,0.032,0.16
0.02,0.108,0.0,0.456,0.002,0.078,0.08,0.256
0.038,0.13,0.0,0.57,0.004,0.036,0.07,0.152
0.034,0.556,0.0,0.138,0.054,0.084,0.088,0.046
0.08,0.19,0.014,0.422,0.032,0.036,0.17,0.056
0.07,0.082,0.006,0.556,0.006,0.022,0.188,0.07
0.094,0.1,0.006,0.452,0.044,0.058,0.15,0.096
0.308,0.18,0.002,0.174,0.024,0.112,0.06,0.14
0.47,0.096,0.0,0.126,0.04,0.006,0.1,0.162
0.126,0.228,0.0,0.126,0.316,0.028,0.108,0.068
0.138,0.082,0.0,0.4,0.012,0.012,0.32,0.036
0.072,0.232,0.002,0.152,0.022,0.334,0.04,0.146
0.106,0.128,0.03,0.314,0.052,0.116,0.126,0.128
0.114,0.15,0.0,0.096,0.496,0.018,0.086,0.04
0.214,0.18,0.032,0.176,0.166,0.07,0.104,0.058
0.048,0.14,0.006,0.524,0.008,0.034,0.146,0.094
0.032,0.078,0.006,0.516,0.006,0.022,0.25,0.09
0.072,0.094,0.0,0.328,0.016,0.008,0.426,0.056
0.214,0.062,0.002,0.106,0.034,0.44,0.086,0.056
0.048,0.132,0.0,0.486,0.01,0.028,0.206,0.09
0.196,0.158,0.02,0.324,0.032,0.058,0.094,0.118
0.108,0.06,0.114,0.392,0.006,0.036,0.2,0.084
0.06,0.112,0.012,0.546,0.01,0.032,0.168,0.06
0.266,0.044,0.0,0.42,0.02,0.016,0.138,0.096
0.052,0.144,0.006,0.414,0.022,0.022,0.28,0.06
0.018,0.142,0.0,0.26,0.008,0.028,0.506,0.038
0.082,0.098,0.0,0.372,0.008,0.058,0.236,0.146
0.092,0.048,0.024,0.468,0.02,0.052,0.25,0.046
0.024,0.27,0.0,0.312,0.012,0.066,0.164,0.152
0.232,0.042,0.006,0.466,0.006,0.004,0.142,0.102
0.172,0.11,0.0,0.38,0.01,0.006,0.234,0.088
0.076,0.106,0.008,0.564,0.026,0.016,0.158,0.046
0.288,0.14,0.004,0.126,0.01,0.192,0.018,0.222
0.02,0.246,0.004,0.466,0.004,0.072,0.086,0.102
0.17,0.198,0.018,0.312,0.016,0.088,0.122,0.076
0.034,0.056,0.006,0.73,0.0,0.022,0.098,0.054
0.04,0.286,0.0,0.244,0.006,0.07,0.186,0.168
0.104,0.15,0.0,0.24,0.016,0.182,0.106,0.202
0.172,0.088,0.006,0.29,0.02,0.008,0.376,0.04
0.038,0.158,0.0,0.448,0.028,0.026,0.268,0.034
0.094,0.228,0.0,0.188,0.064,0.138,0.15,0.138
0.044,0.102,0.022,0.652,0.03,0.008,0.12,0.022
0.04,0.164,0.0,0.432,0.002,0.054,0.108,0.2
0.124,0.09,0.01,0.136,0.018,0.384,0.04,0.198
0.076,0.156,0.008,0.456,0.034,0.056,0.144,0.07
0.034,0.178,0.012,0.4,0.006,0.04,0.16,0.17
0.08,0.064,0.004,0.288,0.002,0.312,0.052,0.198
0.082,0.24,0.0,0.396,0.022,0.026,0.156,0.078
0.514,0.078,0.002,0.074,0.01,0.144,0.014,0.164
0.122,0.06,0.0,0.574,0.002,0.006,0.058,0.178
0.086,0.272,0.006,0.14,0.27,0.05,0.14,0.036
0.146,0.018,0.0,0.052,0.674,0.004,0.076,0.03
0.052,0.078,0.0,0.25,0.006,0.022,0.552,0.04
0.094,0.278,0.004,0.07,0.306,0.024,0.208,0.016
0.046,0.044,0.0,0.242,0.01,0.496,0.044,0.118
0.058,0.088,0.018,0.574,0.054,0.008,0.178,0.022
0.114,0.052,0.002,0.644,0.008,0.006,0.152,0.022
0.11,0.086,0.026,0.426,0.012,0.04,0.234,0.066
0.042,0.072,0.002,0.566,0.01,0.036,0.214,0.058
0.018,0.088,0.006,0.242,0.004,0.006,0.61,0.026
0.13,0.148,0.006,0.344,0.03,0.122,0.172,0.048
0.188,0.138,0.002,0.328,0.008,0.156,0.114,0.066
0.222,0.104,0.016,0.326,0.022,0.06,0.204,0.046
0.16,0.068,0.008,0.436,0.012,0.022,0.132,0.162
0.084,0.164,0.018,0.472,0.012,0.02,0.194,0.036
0.032,0.162,0.004,0.464,0.006,0.058,0.174,0.1
0.072,0.292,0.002,0.27,0.032,0.064,0.202,0.066
0.23,0.136,0.018,0.318,0.03,0.082,0.11,0.076
0.15,0.068,0.0,0.192,0.02,0.316,0.054,0.2
0.106,0.092,0.032,0.362,0.072,0.06,0.212,0.064
0.082,0.212,0.052,0.362,0.156,0.02,0.098,0.018
0.06,0.128,0.0,0.428,0.01,0.068,0.084,0.222
0.106,0.198,0.032,0.338,0.036,0.062,0.152,0.076
0.03,0.15,0.0,0.154,0.004,0.002,0.634,0.026
0.076,0.06,0.022,0.594,0.008,0.016,0.178,0.046
0.03,0.568,0.0,0.086,0.034,0.022,0.16,0.1
0.04,0.086,0.0,0.252,0.046,0.018,0.548,0.01
0.044,0.104,0.002,0.542,0.0,0.05,0.14,0.118
0.22,0.102,0.022,0.174,0.014,0.324,0.036,0.108
0.106,0.136,0.012,0.268,0.026,0.198,0.12,0.134
0.156,0.132,0.112,0.186,0.218,0.058,0.08,0.058
0.088,0.106,0.01,0.332,0.004,0.006,0.422,0.032
0.136,0.26,0.0,0.192,0.014,0.118,0.094,0.186
0.096,0.074,0.008,0.452,0.004,0.014,0.302,0.05
0.06,0.052,0.0,0.458,0.002,0.07,0.072,0.286
0.12,0.166,0.008,0.39,0.01,0.094,0.142,0.07
0.026,0.108,0.008,0.508,0.006,0.022,0.262,0.06
0.136,0.216,0.002,0.27,0.014,0.142,0.076,0.144
0.086,0.156,0.16,0.184,0.232,0.058,0.07,0.054
0.054,0.1,0.0,0.396,0.016,0.012,0.308,0.114
0.056,0.058,0.0,0.5,0.002,0.074,0.15,0.16
0.13,0.228,0.016,0.26,0.042,0.142,0.126,0.056
0.064,0.172,0.028,0.524,0.02,0.046,0.08,0.066
0.116,0.1,0.014,0.502,0.004,0.068,0.134,0.062
0.02,0.042,0.004,0.644,0.006,0.016,0.2,0.068
0.136,0.47,0.002,0.106,0.04,0.078,0.094,0.074
0.058,0.06,0.012,0.63,0.008,0.022,0.108,0.102
0.212,0.148,0.006,0.266,0.042,0.03,0.246,0.05
0.032,0.314,0.002,0.298,0.01,0.072,0.102,0.17
