Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,id
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,42337
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,962
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,266
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111653
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,43307
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27644
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,118289
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,80527
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,41206
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46853
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,284689
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9073
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8976
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412452
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,32569
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413872
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124459
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10851
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449668
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11600
0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,77459
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,345167
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13971
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3062
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14451
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9757
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27067
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,52371
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11056
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,394374
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,179111
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,301351
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,443102
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11713
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,218425
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1123
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16229
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16049
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4597
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6643
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,236
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26389
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10878
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10093
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,994
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17473
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31606
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55720
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13700
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,98357
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141043
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9320
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34563
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17386
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,438756
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13002
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5916
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12614
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13368
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2107
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2165
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,205
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,259072
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9885
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2269
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22787
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,185460
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16548
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,577
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7549
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16290
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423627
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,29589
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,127533
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,297556
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29426
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11131
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57353
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,13018
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,310569
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20637
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,294741
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14771
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13680
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11509
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,347033
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14367
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9349
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8276
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,392818
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,320006
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,222649
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,6171
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10157
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,442438
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,111083
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5072
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,449191
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4641
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128136
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8388
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437369
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33996
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,252728
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105454
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,94832
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,393732
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9823
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11571
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210726
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8427
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,41215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,333381
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16187
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,297090
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4931
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20127
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55292
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63310
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8920
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,711
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1382
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10202
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11953
0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,283378
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20009
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2577
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369883
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48831
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41630
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3127
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8290
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13682
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29919
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1358
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100529
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,10263
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10727
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11020
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10651
1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,75629
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,12660
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,271397
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,12665
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,42307
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20197
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,21366
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,396
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11647
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2779
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1698
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9573
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15800
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449672
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9919
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10731
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9592
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16990
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,488
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,410988
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,69668
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11528
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,336011
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,269100
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,31623
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,48601
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10393
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2056
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9461
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10549
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,340103
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,18061
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12450
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,87499
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255268
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10362
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315443
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26483
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9414
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1632
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,25037
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,421601
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,110160
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39781
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14908
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30238
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76544
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,251994
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6537
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61404
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,86004
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,297596
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2359
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73937
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262551
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,402423
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10970
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7270
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29859
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14247
0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1884
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14628
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3112
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3587
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59578
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244268
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9292
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110410
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,71254
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3591
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,192813
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19366
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58547
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2313
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9541
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7516
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44147
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2099
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,393277
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21219
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,374671
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10424
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11045
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10040
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,405815
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11546
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33542
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9526
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,13485
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,102835
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,30347
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13477
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,231164
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,44629
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7304
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1688
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11024
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,17111
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,79707
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29264
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1537
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20415
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58959
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,228205
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11452
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29185
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13335
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10423
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17314
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18172
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4584
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,74998
0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,35614
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,503
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260514
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,62761
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16619
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448825
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,377263
0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,278427
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,48309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192149
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1075
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121677
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,228968
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7303
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,75736
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,37774
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13689
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368596
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,283587
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2028
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,41357
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23566
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10429
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14047
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9275
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,89708
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4174
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25239
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,272435
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,37527
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12606
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40739
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36349
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,210047
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,21355
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11517
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14148
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,73358
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8881
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,176068
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449790
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,320678
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,345330
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,318922
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8974
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9586
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73532
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3777
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1639
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13938
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17926
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25636
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34276
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138376
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13092
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12617
0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1939
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,280922
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20235
1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7364
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12481
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10220
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14013
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,888
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,303857
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,302429
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4477
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347096
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202141
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,204
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1717
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20803
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97434
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13127
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,437302
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12633
0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,10735
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,284303
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12106
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7547
