animation department,art department,camera and electrical department,cast,casting department,costume department,distributors,editorial department,genres,imdb_id,movie_status_code,mpaa,music department,plot,plot outline,rating,title,visual effects,votes
,33.0,22.0,19.0,,6.0,21.0,3.0,"[u'Action', u'Adventure', u'Fantasy']",,True,,5.0,"[u'A King has made a pact with a dragon where he sacrfices virgins to it, and the dragon leaves his kingdom alone. An old wizard, and his keen young apprentice volunteer to kill the dragon and attempt to save the next virgin in line - the Kings own daughter.', u'A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.']",[u'A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.'],6.7,[u'Dragonslayer'],85.0,11408.0
,16.0,16.0,28.0,,3.0,20.0,3.0,"[u'Action', u'Adventure', u'Fantasy']",,True,,6.0,"[u'From the sky will come the Black Fortress. From the Fortress will come the Slayers to devour the planet of Krull. Then shall a girl of ancient name become queen...she shall choose a king...and together they shall rule the planet. And their son shall rule the galaxy.', u""An indescribable monster and its army (the Slayers) attack the planet Krull. In order to stop the invaders, two hostile nations decide to join their forces by the marriage of Princess Lyssa and Prince Colwyn. During the ceremony, the Slayers attack the palace, kill both kings, wound Colwyn and kidnap Lyssa. The next morning, the wise Ynyr seeks and finds Colwyn. With Ynyr's help, Colwn gains possession of a magic weapon, a five bladed sword, and together they go on their quest for the indescribable monster's black fortress to free Lyssa."", u'The planet Krull has been invaded by the evil monster The Beast and his army The Slayers, two rival kingdoms have formed a alliance against The Beast and The Slayers, as Prince Colwyn, the son of King Turlord marries Princess Lyssa, daughter of King Eirig, where Prince Colwyn and Princess Lyssa\'s marriage will unite the two kingdoms and both Colwyn and Lyssa will rule the lands of Krull. But during the wedding, The Slayers attack and Lyssa is kidnapped. Setting out to rescue Lyssa, Colwyn joined by a fellowship companions: the Seer Ynyr, a band of escaped convicts led by Torquil, Rell, a one-eyed giant, Ergo, a cowardly magician, Emerald, a blind Seer and a young boy named Titch set off in search of The Black Fortress where Lyssa is being held captive, where The Beast intends to marry Lyssa in it\'s evil goal to rule Krull along with many other worlds. Armed with a powerful weapon ""The Glave"" a disc with five blades, Colwyn and his companions set off in search of The Black Fortress which changes location every sunrise, where Colwyn vows to rescue Lyssa and defeat The Beast and The Slayers.', u'A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.']",[u'A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.'],6.0,[u'Krull'],20.0,24385.0
,5.0,7.0,37.0,5.0,1.0,30.0,3.0,"[u'Comedy', u'Family']",,True,,4.0,"[u""Christmas is approaching and 9 year-old Ralphie wants only one thing: a Red Ryder Range 200 Shot BB gun. When he mentions it at the dinner table, his mother's immediate reaction is that he'll put his eye out. He then decides on a perfect theme for his teacher but her reaction is like his. He fantasizes about what it would be like to be Red Ryder and catch the bad guys. When the big day arrives he gets lots of present under the tree including a lovely gift from his aunt that his mother just adores. But what about the BB gun?"", u""Adult Ralph Parker is remembering back to a Christmas season when he was nine years old living with his parents and his younger brother Randy in the northern Indiana town of Holman. Then largely known as Ralphie, he, like most kids, loved Christmas, his favorite time of the year. He often fantasized about things that he knows now would never happen, but that within a kid's mind is totally plausible. That Christmas was memorable for: his contest-obsessed father winning a prize for the first time in his life, that prize which would be the bane of Ralphie's mother's existence; his father's seemingly never-ending battle with the furnace in the house and the neighbor's pack of dogs; his mother's attempts to get Randy to eat, he at a stage when he never ate anything voluntarily; Ralphie's changing view toward the Little Orphan Annie radio program and commercial advertising; Ralphie and his friends Schwartz and Flick's changing battle with Scut Farkus and Grover Dill, their primary bullies; the triple dog dare Schwartz issued to Flick; and Ralphie's new relationship with Lifebuoy soap. But most memorable was what he wanted more than anything for Christmas: an official Red Ryder carbine action 200-shot range model air rifle, aka a BB gun. As it looked increasingly like he was not going to get this prized gift, Ralphie went about trying to manipulate and outwit those he thought would either be the decision makers or influencers of that gift, namely his parents, his teacher, Miss Shields, and the big guy at the North Pole, even if he was in the form of a less than empathetic department store version."", u""Ralphie, a young boy growing up, dreams of owning a Red Rider BB gun. He sets out to convince the world this is the perfect gift. But along the way, he runs into opposition from his parents, his teacher, and even good ol' Santa Claus himself."", u'It\'s 1940, in the northern Indiana town of Hohman. 9-year-old Ralph ""Ralphie"" Parker wants only one thing for Christmas -- an official Red Ryder carbine-action 200-shot range model BB rifle with a compass in the stock. Between his younger brother Randy and having to handle school bully Scut Farkus, Ralphie doesn\'t know how he\'ll ever survive long enough to get the BB gun for Christmas. When Ralph asks his mother for a Red Ryder BB gun for Christmas, she says, ""No, you\'ll shoot your eye out"". When Mrs. Shields, Ralph\'s teacher at Harding Elementary School, assigns the class to write a theme about what they want for Christmas, Ralph sees a golden opportunity to express his desire to have a Red Ryder BB gun. Ralph gets a C+ on the theme, and Mrs. Shields has written ""You\'ll shoot your eye out"" on the theme. Ralph\'s next plan is to ask Santa Claus for a Red Ryder BB gun, and how does Santa respond? By saying ""You\'ll shoot your eye out, kid."" By this time, Ralph has had enough of that. When Scut Farkus and his sidekick Grover Dill start in on Ralph while he\'s on his way home from school that day, Ralph knocks Grover Dill to the ground, beats Scut\'s face bloody, and then pounds Scut\'s head on the snow-covered ground several times. Ralph thinks he\'ll never get the BB gun for Christmas now. And all of the other kids are going to be getting what they want for Christmas. But someone may have planned a surprise for Ralph.', u""It's Christmas time and there's only one thing on Ralphie Parker's Christmas list this year: a Red Ryder Carbine Action 200-Shot, Range Model Air Rifle, but many obstacles stand in the way of his dream because every adult that he confronts keeps telling him he'll shoot his eye out. Meanwhile The Old Man just got a major award (a lamp shaped like a woman's leg), and Mom is making sure The Old Man doesn't come near her turkey, Ralphie's friend gets his tongue stuck to a flag pole, and Ralphie utters the f-word in front of his father. Christmas is drawing nearer and Ralphie visits Santa at the department store in hopes of asking him for his dream gift. Will he receive it? Let's hope so."", u'In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift.']","[u'In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift.']",8.0,[u'A Christmas Story'],,110410.0
,4.0,6.0,23.0,,,28.0,3.0,"[u'Drama', u'Romance']",,True,,3.0,"[u'At a caf\xe9 on a railway station, housewife Laura Jesson meets doctor Alec Harvey. Although they are both already married, they gradually fall in love with each other. They continue to meet every Thursday in the small caf\xe9, although they know that their love is impossible.', u'Laura Jesson and Dr. Alec Harvey spend each Thursday in Milford - Laura running her shopping errands and catching a movie picture and Alec doing rounds at the hospital - before each boards a train at the end of the afternoon going in the opposite direction to their respective homes of Catchworth and Chorley. They meet accidentally enough in the Milford Junction refreshment room while waiting for their respective trains when Alec helps Laura remove a piece of coal dust from her eye. Over the course of a few weeks seeing each other only on Thursdays, Laura and Alec fall in love. The problem is that each is already happily married with a family, and neither wants to hurt their own spouse. Laura tries unsuccessfully to avoid meeting up with Alec as her emotional need to see him takes over. They have to decide how to deal with what looks to be a doomed but life long romance with each other, while hiding their encounters from anyone, especially their friends and acquaintances who may see them together in Milford.', u'When Laura Jesson and Dr. Alec Harvey meet by chance at a railway station, little do they realize they will soon fall deeply in love. Laura travels to the city to shop and see a movie every Thursday and Alec soon joins her for lunch and then a film. Both are married and have children but they enjoy each others company. As they come to realize they are truly in love, they also must deal with the torment that come from the realization that any future for them is out of the question.', u'Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.']","[u'Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.']",8.1,[u'Brief Encounter'],1.0,27596.0
,36.0,37.0,69.0,6.0,15.0,26.0,13.0,"[u'Drama', u'History', u'War']",,True,[u'Rated R for strong graphic war violence and some sexuality'],27.0,"[u'In World War II, the fall of Stalingrad will mean the collapse of the whole country. The Germans and Russians are fighting over every block, leaving only ruins behind. The Russian sniper Vassili Zaitsev stalks the Germans, taking them out one by one, thus hurting the morale of the German troops. The political officer Danilov leads him on, publishing his efforts to give his countrymen some hope. But Vassili eventually start to feel that he can not live up to the expectations on him. He and Danilov fall in love with the same girl, Tanya, a female soldier. From Germany comes the master sniper K\xf6nig to put an end to the extraordinary skilled Russian sniper.', u'In the winter of 1942, the German and Russian Armies meet in the great Battle of the Stalingrad, one of the most vicious engagements of the Second World War. Enter into this horror a young Russian soldier, formerly a peasant boy with an extraordinary ability to sharpshoot a rifle from far distances. The Russian sniper soon gains fame after killing a record number of German officers causing the Germans to bring in their own sniper expert: a war weathered Major who always accomplishes his mission no matter what the cost. With the Battle of Stalingrad raging around them, these two men must now fight each other.', u'A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.']",[u'A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.'],7.6,[u'Enemy at the Gates'],115.0,199090.0
,22.0,25.0,52.0,2.0,3.0,37.0,10.0,"[u'Comedy', u'Family', u'Fantasy']",,True,[u'Rated PG-13 for some stylized violence'],48.0,"[u'Stanley Ipkiss (Jim Carrey) is a bank clerk that is an incredibly nice man. Unfortunately, he is too nice for his own good and is a pushover when it comes to confrontations. After one of the worst days of his life, he finds a mask that depicts Loki, the Norse night god of mischief. Now, when he puts it on, he becomes his inner, self: a cartoon romantic wild man. However, a small time crime boss, Dorian Tyrel (Peter Greene), comes across this character dubbed ""The Mask"" by the media. After Ipkiss\'s alter ego indirectly kills his friend in crime, Tyrel now wants this green-faced goon destroyed.', u'Bank clerk Stanley Ipkiss (Jim Carrey) without much success with women comes in to possession of a mysterious mask which transforms him into his inner personality. Set in ""Edge City"", a big American city with a pollution and gangster problem, as ""The Mask"" the bumbling clerk becomes an unconventional super hero in search of justice and a good time too.', u'Stanley Ipkiss (Jim Carrey) is a young shy man who works in a bank. One day, he discovers a mask by the sea, which (according to an archaeologist) pictures the Norse god of tricks and deception, Loki. When Stanley puts on the mask, he transforms into an uncontrolled reflection of himself, that does crazy things and amazes the people. This new super-hero, the ""Mask"", falls in love with a singer, Tina Carlyle (Cameron Diaz) while he decides to eliminate every gangster in the city.', u'Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.']",[u'Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.'],6.9,[u'The Mask'],76.0,278489.0
,44.0,52.0,53.0,10.0,12.0,42.0,14.0,"[u'Drama', u'History', u'War']",,True,"[u'Rated R for intense, realistic, graphic war violence, and for language']",50.0,"[u'Action/war drama based on the best-selling book detailing a near-disastrous mission in Somalia on October 3, 1993. On this date nearly 100 U.S. Army Rangers, commanded by Capt. Mike Steele, were dropped by helicopter deep into the capital city of Mogadishu to capture two top lieutenants of a Somali warlord. This led to a large and drawn-out firefight between the Army Ranges, US Special Forces, and hundreds of Somali gunmen; resulting in the destruction of two U.S. Black Hawk helicopters. The film focuses on the heroic efforts of various Rangers to get to the downed black hawks, centering on SSG Eversmann, leading the Ranger unit Chalk Four to the first black hawk crash site, Chief Warrant Officer Durant who was captured after being the only survivor of the second black hawk crash, as well as many others who were involved.', u'160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.']",[u'160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.'],7.7,[u'Black Hawk Down'],126.0,305622.0
235.0,59.0,56.0,63.0,5.0,7.0,33.0,18.0,"[u'Animation', u'Adventure', u'Comedy', u'Crime', u'Family', u'Fantasy', u'Mystery']",,True,,27.0,"[u""'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect. Groundbreaking interaction between the live and animated characters, and lots of references to classic animation."", u""It's the story of a cartoon character named Roger Rabbit who exists along side of real humans. Eventually, it is revealed that Marvin Acme, the owner of the Acme Company and of Toontown, has been murdered! But all fingers point to Roger Rabbit, a Toon star at Maroon Cartoons. But unfortunately the only person who can prove Roger's innocence is Toon hating Eddie Valiant, a washed-up, alcoholic private detective who is reluctantly forced into helping when Roger hides in his apartment. It's up to Eddie to clear Roger's name and find the real evildoer before the villainous, power-hungry Judge Doom goes on a mission to bring Roger to justice!"", u""Detective Eddie Valliant has hated toons since his brother was killed by one, but now he has to help a toon that was framed for the murder of Marvin Acme, owner of Acme Corporations and Toontown, for playing patty-cake with the toon's wife. On the way, they have to avoid a suspicious character who wants to destroy all toons using a chemical that disintegrates everything."", u""It is 1940's Los Angeles. In a world were Humans and Cartoons co-exist. A famous toon known as Roger Rabbit has life easy, until he discovers that his wife, Jessica Rabbit is having fun with the head of Maroon Cartoons, then things take a turn for the worse for Roger as he is know accused of murdering Mr. Maroon. Roger turns to a down and out detective named Eddie Valiant, who has a vendetta for toons. He helps Roger (against his own will), escape from an uncompromising Judge Doom, and even try to clear Roger's name, in order to do this, he must travel all over L.A. and even into Toontown."", u""Down-on-his-luck, private eye Eddie Valiant gets hired by cartoon producer, R.K Maroon to investigate an adultry scandal involving Jessica Rabbit, the sultry wife of Maroon's biggest star, Roger Rabbit. But when Marvin Acme, Jessica's alleged paramour, and the owner of Toon Town is found murdered, the villainous Judge Doom vows to catch and destroy Roger."", u""A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.""]","[u""A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.""]",7.7,[u'Who Framed Roger Rabbit'],166.0,148531.0
,90.0,47.0,100.0,5.0,43.0,31.0,16.0,"[u'Drama', u'War']",,True,"[u'Rated R for intense prolonged realistically graphic sequences of war violence, and for language']",14.0,"[u'Opening with the Allied invasion of Normandy on 6 June 1944, members of the 2nd Ranger Battalion under Cpt. Miller fight ashore to secure a beachhead. Amidst the fighting, two brothers are killed in action. Earlier in New Guinea, a third brother is KIA. Their mother, Mrs. Ryan, is to receive all three of the grave telegrams on the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he learns of a fourth brother, Private James Ryan, and decides to send out 8 men (Cpt. Miller and select members from 2nd Rangers) to find him and bring him back home to his mother...', u""After the invasion of fortress Europe on June 6th 1944, Cpt. Miller leads his squad from the 2nd Ranger Battalion of the 29th Infantry Division, on a mission to find and bring home Private James Francis Ryan after the death of his brothers. The mission takes them through Nazi occupied territory to establish contact with Ryan's unit, an element of the 101st Airborne Division. This exciting war thriller brings the reality of history's bloodiest war into the homes of ordinary people, but also brings to light the reality of broken and lost families in a time of total and encompassing war."", u'The film opens with the Allied invasion on the Normandy beach on June 6, 1944. Cpt. Miller and members of the 2nd Ranger Battalion fight to secure the beachhead. During the invasion, two brothers are killed in action. Earlier, the third brother was killed in New Guinea. The mother of the brothers is about to recieve the grave telegrams at the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he finds out that there was also a fourth brother, Private James Ryan, who went missing somewhere in France. He sends Cpt. Miller and seven other people from the 2nd Ranger Battalion to go look for him and bring him back to his mother.', u""During WWII, Chief of Staff, General Marshall is informed that three of a woman's sons have been killed and that she's going to receive the notifications of their demise at the same time. And when he learns that a fourth son is still unaccounted for, the General decides to send a unit to find him and bring him back, despite being told that it's highly unlikely that he is still alive and the area that he was known to be at is very dangerous. So the unit consisting of 8 men are sent to find him but as stated it's very dangerous and one by one, they are picked off. Will they find him and how many of them will still be alive?"", u'Following the Allied invasion of Normandy, two brothers lay dead in the wake of the onslaught. Meanwhile, in New Guinea, a third brother has been killed fighting the Japanese. After the Army General Staff learns that a fourth brother is missing in the French countryside, a rescue mission is ordered to find the young soldier and return him safely home. The mission is mounted by a veteran Ranger Captain commanding a squad of men who have mixed feelings about risking their lives to ""Save Private Ryan"".', u'Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.']","[u'Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.']",8.6,[u'Saving Private Ryan'],50.0,942077.0
2.0,33.0,28.0,53.0,9.0,7.0,29.0,10.0,"[u'Comedy', u'Drama', u'Romance']",,True,[u'Rated PG for some language'],12.0,"[u""After his wife Maggie passes away, Sam Baldwin and his 8-year-old son Jonah relocate from Chicago to Seattle to escape the grief associated with Maggie's death. Eighteen months later Sam is still grieving and can't sleep. Although Jonah misses his mother, he wants his father to get a new wife despite Sam having not even contemplated dating again. On Christmas Eve, Sam (on Jonah's initiative) ends up pouring his heart out on a national radio talk show about his magical and perfect marriage to Maggie, and how much he still misses her. Among the many women who hear Sam's story and fall in love with him solely because of it is Annie Reed, a Baltimore-based newspaper writer. Annie's infatuation with Sam's story and by association Sam himself is despite being already engaged. But Annie's relationship with her straight-laced fianc\xe9 Walter is unlike her dream love life in the movie An Affair to Remember (1957). She even writes to Sam proposing they meet atop the Empire State Building on Valentine's Day. Back in Seattle, Sam has received hundreds of letters from women wanting to meet him. Jonah is excited by one letter in particular from Baltimore and will do whatever he needs to to get his father and Annie together. However, old fashioned Sam wants his future love life to be based on meeting a woman the traditional way and he, in turn, becomes infatuated with an unknown woman he spots a few times in Seattle. Will magic happen twice in Sam's life, and if so will it be with this unknown woman or Annie?"", u""Sam is a recent widower who is seeking someone new. Sam's son Jonah, is also looking for a new mother, so when Jonah puts his father on national radio, hundreds of women write to him. One of the women is Annie. She's engaged to Walter, but he's a bit strange. Annie goes to great lengths to meet Sam."", u'After his wife died, Sam Baldwin did not think about other women. His 8-year old son Jonah thinks that his father needs a woman in order to get his life back in order and calls in on a nation-wide radio-show. The voice and story of Sam is heard by hundreds of women, including Annie Reed, who is about to marry her fianc\xe9 Walter soon. She can\'t find a rest until she really knows for sure that Sam Baldwin is not the one person for her. Thus, Annie travels to Seattle, where Sam and Jonah live, and there decides that Sam is not the one. The letter she never sent was posted by a friend of Annie, and therefore Jonah, who feels that she\'s the one for his dad, already booked a flight to New York in order to meet her on the roof of the Empire State building, just like in ""An Affair to Remember"". Of course, his father follows him instantly...', u""When Sam Baldwin's wife dies, he decides to move to Seattle with his son, Jonah. When Jonah sees how sad his father is, he calls a radio psychiatrist, who dubs him Sleepless in Seattle cause Jonah says he can't sleep. He starts to talk about his wife and women over the country hear his tale and one woman Annie who lives in Baltimore can't help but fascinated by his tale. Annie despite being engaged can't stop thinking of Sam and soon tries to find all she can about she even goes to Seattle to see him. And once she gets off the plane, Sam who was in the airport to see someone off, sees her and can't keep his eyes off her and tries to follow her but couldn't catch her. Jonah who has been going through the mail that his father has gotten ever since he was on the radio, sees the letter Annie wrote on a whim but didn't send it but her friend did. He tells his father this could be it. But Sam doesn't think he could have a relationship with someone who lives so far away."", u""A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.""]","[u""A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.""]",6.8,[u'Sleepless in Seattle'],5.0,128494.0
,15.0,15.0,21.0,4.0,22.0,22.0,5.0,"[u'Drama', u'Romance']",,True,,6.0,"[u'In 18th century France, the Marquise de Merteuil and the Vicomte de Valmont play a dangerous game of seduction. Valmont is someone who measures success by the number of his conquests and Merteuil challenges him to seduce the soon to be married Cecile de Volanges and provide proof in writing of his success. His reward for doing so will be to spend the night with Merteuil. He has little difficulty seducing Cecile but what he really wants is to seduce Madame de Tourvel. When Merteuil learns that he has actually fallen in love with her, she refuses to let him claim his reward for seducing Cecile. Death soon follows.', u""Eighteenth century France. Former lovers, the Marquise de Merteuil and the Vicomte de Valmont, who are among the Paris aristocracy, take pleasure in their games of sexual manipulation. While Valmont, who is renowned as a rakish playboy, does it to prove to himself that he can have any woman he wants with love never in the equation, Merteuil does it in an effort to level the playing field between the sexes in their class, while truly enjoying the cruelty of it all. No person is immune as collateral damage in their end goals. In order to get back at Bastide, the first and only man to have ever jilted her, Merteuil wants Valmont to deflower Bastide's intended, the innocent C\xe9cile de Volanges, Merteuil's niece who spent her teenaged years in a convent and whose mother has just released her in order for her to enter into womanhood with Bastide, about which she is unaware. Bastide would only find out about C\xe9cile not being a virgin on their wedding night. Merteuil offers herself sexually to Valmont as a reward. Valmont, however, declines as it would be too unchallenging a task, and as he has his eyes set on another conquest, namely Madame de Tourvel, a highly virtuous married woman who is staying temporarily with Valmont's aunt, Madame de Rosemonde, at her country ch\xe2teau. Valmont's goal is not only to sleep with Madame de Tourvel, but to get her truly to want him. As such, Merteuil decides to enlist the unwitting help of the Chevalier Danceny, a poor music teacher, in her game, she planning to maneuver Danceny and C\xe9cile into a relationship, which in reality could never happen due to their differing social classes. Danceny taking C\xe9cile's virginity would be a bonus as the shame to Bastide would be greater than if Valmont did so. As Valmont's own set quest is a greater challenge, Merteuil does still offer herself to him if he succeeds in seducing Madame de Tourvel. As Merteuil and Valmont spend time with this collective group in their games of sexual manipulation, they may find that their modus operandi may be forever changed, but each for different reasons."", u""Set in France around 1760, the Marquise de Merteuil needs a favour from her ex-lover, Vicomte de Valmont. One of the Marquise de Merteuil's ex-lovers, Gercourt, is betrothed to a young, virtuous, woman called Cecile de Volanges. The Marquise would like Valmont to seduce Cecile before her wedding day, thus humiliating Gercourt. Meanwhile, Valmont has a conquest of his own in mind: Madame de Tourvel, a beautiful, married, and God fearing woman. The Marquise doesn't think that Valmont can seduce Mme de Tourvel. She tells him that if he can provide written proof of a sexual encounter with Mme de Tourvel, she will offer him a reward: one last night with her. Valmont, however, will find himself falling in love with Mme de Tourvel, and facing the deadly jealousy of the Marquise de Merteuil. All along, Cecile de Volanges is used as a pawn in this game of sexual conquest and scorned love."", u'Set in Rococco France, a scheming widow and her ex-lover make a bet regarding the corruption of a recently married woman. The ex-lover, Valmont, bets that he can seduce her, even though she is an honorable woman. If he wins, he can have his lover to do as he will.', u'A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.']",[u'A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.'],7.7,[u'Dangerous Liaisons'],,54597.0
,9.0,10.0,50.0,1.0,2.0,24.0,3.0,"[u'Sci-Fi', u'Thriller']",,True,,5.0,"[u'A young computer whiz kid accidentally connects into a top secret super-computer which has complete control over the U.S. nuclear arsenal. It challenges him to a game between America and Russia, and he innocently starts the countdown to World War 3. Can he convince the computer he wanted to play a game and not the real thing ?', u'The US Air Force has decided to change their missile strike planning and command procedure from a human directed one, where in simulations many officers were unwilling to ""turn the key"" upon order, to an intelligent computer process, which takes that fallible human factor out of the equation. This change has its supporters, such as NORAD chief engineer John McKittrick who suggested it, and its detractors, such as Air Force General Beringer. The system chosen is called the War Operation Plan Response, or WOPR for short, developed by brilliant but now deceased scientist Stephen Falken, who programmed the system to learn continually through game simulations. Meanwhile, David Lightman, an intelligent but academically unmotivated Seattle based high school student, is a computer whiz. In trying to hack into a video game software company, he unknowingly hacks into WOPR using one of the listed games, Falken\'s Maze, as the path to discovering the system\'s back door password, Joshua, the name of Stephen Falken\'s son who died at age five. David and his new friend, popular but equally unmotivated student Jennifer Mack, believe he\'s hacked into a games company and they start to play the most intriguing game listed, namely Global Thermonuclear War. David and Jennifer soon realize that what they are doing is not a game when news of simulated attacks on the US, exactly the type David and Jennifer plotted in the ""game"", hits the media. David believes he\'s in even more trouble when Joshua calls him back, still playing the game, with its ultimate goal of winning. WOPR or Joshua, in playing the game, is still simulating Soviet attacks on the US, which Beringer believes to be real and who orders appropriate responses against the Soviets. As the authorities close in on David, with people like McKittrick believing him to be a spy, David tries to enlist the help of the one person who knows Joshua\'s end goal and can probably stop Joshua from achieving that goal, while he needs to elude capture by the authorities.', u""In Seattle, teenager David is a lazy but bright teenager that prefers to hack and change his grades in the high-school computer than study. One day, David's best friend Jennifer is with him and he decides to hack into toy company Protovision, seeking new games, and he accidentally connects the War Operation Plan Response system in a computer located at the North American Aerospace (NORAD) at Birmingham using the password Joshua that was the name of the son of its creator, the deceased scientist Stephen Falken. David challenges the computer to play a Thermo War game between USA and the Soviet Union. Soon he realizes that the computer is playing for real and the United States of America is changing its condition to DEFCON 1 in a game with no winners."", u'A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.']","[u'A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.']",7.1,[u'WarGames'],13.0,74674.0
,57.0,26.0,55.0,2.0,7.0,69.0,10.0,"[u'Action', u'Sci-Fi', u'Thriller']",,True,,27.0,"[u""Douglas Quaid is haunted by a recurring dream about a journey to Mars. He hopes to find out more about this dream and buys a holiday at Rekall Inc. where they sell implanted memories. But something goes wrong with the memory implantation and he remembers being a secret agent fighting against the evil Mars administrator Cohaagen. Now the story really begins and it's a rollercoaster ride until the massive end of the movie."", u'Douglas Quaid explodes out of the year 2084 A.D. as he smashes his way through a horrifyingly real fantasy world, complete with a gorgeous but deadly wife, and into a mind-bending nightmarish reality of a Martian mining colony ruled over by a terrorizing dictator, who can alter reality to suit his whims. The red planet erupts with rebellious mutants, the fire of an alluring and mysterious woman and a vicious and savage enemy.', u""What is reality when you can't trust your memory? An Earthbound construction worker keeps having dreams about Mars. A trip to a false memory transplant service for an imaginary trip to Mars goes terribly wrong and another personality surfaces. When his old self returns, he finds groups of his friends and several strangers seem to have orders to kill him. He finds records his other self left him that tell him to get to Mars to join up with the underground. The reality of the situation is constantly in question. Who is he? Which personality is correct? Which version of reality is true?"", u'The year is 2084. Douglas Quaid is a construction worker, every night Doug has been having horrible nightmares about the planet Mars and it has become very obsessive for Doug. Doug goes to ""Rekall INC"" a company that sales false memories of ideal holidays. When Doug has a false memory of a holiday on Mars implanted, it all goes terribly wrong. Doug has lost his memory and he is being chased by a group of assassins and his beautiful wife Lori is a agent who claims his whole life is a fake and he isn\'t who he is. After discovering he is Hauser, a former Mars Intelligence agent, Quaid goes to the colony on Mars, in hoping of finding answers. Where he meets a woman named Melina who is working for rebels and the assassins are working for Vilos Cohaggen, the colony\'s corrupt administrator. As Doug sets out to discover who he is and why Cohaagen is after him, Doug not only is finding answers, he also begins to question reality. Is the events of Rekall INC, being chased by assassins and going to Mars really happening? Or Is it all a dream?', u'It is the future. Technology has flourished, and humans have successfully colonized on the planet Mars. Douglas Quaid, a mild-mannered construction worker with a gorgeous wife and a nice apartment is very happy. But when Doug wanted to go to a place called ""Rekall"" a place where doctors provide artificial memories on vacations, his life becomes another that he knows nothing about, before he knows it, his wife turns on him and agents from an Martian organization led by the colony leader, Vilos Cohaagen are bent on his death. Doug receives a message from a man named Huaser, telling him to go to Mars and find a woman named Melina. Doug will also have to unlock the details of his former life with the help of a mutant rebel leader named Kuato to defeat Cohaagen and save the colonies on mars.', u'When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?']","[u'When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?']",7.5,[u'Total Recall'],51.0,250727.0
